date,title,url,is_price_related,preprocessed_title,positive_sentiment,negative_sentiment,neutral_sentiment,rise_present,increase_present,jump_present,surge_present,climb_present,fall_present,drop_present,decrease_present,decline_present,plunge_present,weighted_positive_sentiment,weighted_negative_sentiment,predicted_price_direction
2024-02-13,Americans Are Consuming More Coffee and More Caffeine,https://www.usda.gov/about-usda/news/radio/weekly-features/2024-02-13/americans-are-consuming-more-coffee-and-more-caffeine,True,americans consuming coffee caffeine,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2024-02-13,How Much Coffee and Caffeine is Too Much?,https://www.usda.gov/about-usda/news/radio/weekly-features/2024-02-13/how-much-coffee-and-caffeine-too-much,True,much coffee caffeine much,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2024-01-24,NASS 2024-01-24 15:00 Coffee,https://www.nass.usda.gov/Publications/Calendar/calendar-landing.php?year=24&month=01&day=24&report_id=17277&source=d,True,nass 20240124 1500 coffee,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2023-12-27,World Coffee Inventories Projected at Twelve Year Lows,https://www.usda.gov/about-usda/news/radio/daily-newsline/2023-12-27/world-coffee-inventories-projected-twelve-year-lows,True,world coffee inventories projected twelve year lows,0.0,0.231,0.769,0,0,0,0,0,0,0,0,0,0,0.0,0.231,neutral
2023-08-08,"Coffee Is Hot Commodity, Even During This Record Hot Summer",https://www.usda.gov/about-usda/news/radio/weekly-features/2023-08-08/coffee-hot-commodity-even-during-record-hot-summer,True,coffee hot commodity even record hot summer,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,fall
2022-08-02,Why Coffee is a Hot Commodity Again,https://www.usda.gov/about-usda/news/radio/weekly-features/2022-08-02/why-coffee-hot-commodity-again,True,coffee hot commodity,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2022-08-02,Rise in Coffee/Caffeine Consumption Could be Grounds for Concern,https://www.usda.gov/about-usda/news/radio/weekly-features/2022-08-02/rise-coffeecaffeine-consumption-could-be-grounds-concern,True,rise coffeecaffeine consumption could grounds concern,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2022-05-02,The Importance of Pollinators,https://www.usda.gov/about-usda/general-information/initiatives-and-highlighted-programs/peoples-garden/importance-pollinators,True,importance pollinators,0.714,0.0,0.286,0,0,0,0,0,0,0,0,0,0,0.714,0.0,rise
2021-09-14,We're Drinking More Coffee--Consuming More Caffeine,https://www.usda.gov/about-usda/news/radio/weekly-features/2021-09-14/were-drinking-more-coffee-consuming-more-caffeine,True,drinking coffeeconsuming caffeine,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2021-07-27,Coffee and Caffeine---How Much Is too Much?,https://www.usda.gov/about-usda/news/radio/weekly-features/2021-07-27/coffee-and-caffeine-how-much-too-much,True,coffee caffeinehow much much,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2021-07-20,Hot Coffee Is Cool Again,https://www.usda.gov/about-usda/news/radio/weekly-features/2021-07-20/hot-coffee-cool-again,True,hot coffee cool,0.535,0.0,0.465,0,0,0,0,0,0,0,0,0,0,0.535,0.0,rise
2020-08-27,Automation Helps Solve Specialty Crop Challenges,https://www.usda.gov/about-usda/news/blog/automation-helps-solve-specialty-crop-challenges,True,automation helps solve specialty crop challenges,0.655,0.0,0.345,0,0,0,0,0,0,0,0,0,0,0.655,0.0,rise
2017-05-04,Too Hot for Coffee! Warming Temperatures in Puerto Rico Present a Challenge to Coffee Growers,https://www.usda.gov/about-usda/news/blog/too-hot-coffee-warming-temperatures-puerto-rico-present-challenge-coffee-growers,True,hot coffee warming temperatures puerto rico present challenge coffee growers,0.266,0.0,0.734,0,0,0,0,0,0,0,0,0,0,0.266,0.0,neutral
2016-06-27,FAS Capacity-Building Efforts in Central America Yield Benefits There and at Home,https://www.usda.gov/about-usda/news/blog/fas-capacity-building-efforts-central-america-yield-benefits-there-and-home,True,fas capacitybuilding efforts central america yield benefits home,0.271,0.0,0.729,0,0,0,0,0,0,0,0,0,0,0.271,0.0,neutral
2016-05-06,Climate Change and Agriculture in the Americas,https://www.usda.gov/about-usda/news/blog/climate-change-and-agriculture-americas,True,climate change agriculture americas,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2016-02-16,Consumer Demand Bolstering Organic Production and Markets in the U.S.,https://www.usda.gov/about-usda/news/blog/consumer-demand-bolstering-organic-production-and-markets-us,True,consumer demand bolstering organic production markets us,0.0,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0.0,0.2,rise
2014-10-31,U.S. Forest Service Harvests 2014 U.S. Capitol Christmas Tree in Minnesota,https://www.usda.gov/about-usda/news/blog/us-forest-service-harvests-2014-us-capitol-christmas-tree-minnesota,True,us forest service harvests 2014 us capitol christmas tree minnesota,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,neutral
2014-02-07,"Northern Plains Climate Hub Aims to Help Producers ""No Matter What the Weather May Bring""",https://www.usda.gov/about-usda/news/blog/northern-plains-climate-hub-aims-help-producers-no-matter-what-weather-may-bring,True,northern plains climate hub aims help producers matter weather may bring,0.297,0.0,0.703,0,0,0,0,0,0,0,0,0,0,0.297,0.0,neutral
2013-10-31,Reapers and Creepers Give Rave Reviews for Fall Harvest and Halloween Stats!,https://www.usda.gov/about-usda/news/blog/reapers-and-creepers-give-rave-reviews-fall-harvest-and-halloween-stats,True,reapers creepers give rave reviews fall harvest halloween stats,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,neutral
2013-04-08,Shade-Grown Coffee Protects Puerto Rico Bay Coral Reefs,https://www.usda.gov/about-usda/news/blog/shade-grown-coffee-protects-puerto-rico-bay-coral-reefs,True,shadegrown coffee protects puerto rico bay coral reefs,0.247,0.0,0.753,0,0,0,0,0,0,0,0,0,0,0.247,0.0,neutral
2012-01-18,USDA Grant Helps Coffee Farmers Win Honduras’ Cup of Excellence,https://www.usda.gov/about-usda/news/blog/usda-grant-helps-coffee-farmers-win-honduras-cup-excellence,True,usda grant helps coffee farmers win honduras cup excellence,0.722,0.0,0.278,0,0,0,0,0,0,0,0,0,0,0.722,0.0,rise
